date,Continued Jobless Claims,Initial Jobless Claims
1967-01-07,1134000,208000
1967-01-14,1119000,207000
1967-01-21,1119000,217000
1967-01-28,1103000,204000
1967-02-04,1131000,216000
1967-02-11,1153000,229000
1967-02-18,1167000,229000
1967-02-25,1199000,242000
1967-03-04,1235000,310000
1967-03-11,1234000,241000
1967-03-18,1236000,245000
1967-03-25,1268000,247000
1967-04-01,1291000,259000
1967-04-08,1273000,257000
1967-04-15,1278000,299000
1967-04-22,1277000,245000
1967-04-29,1286000,255000
1967-05-06,1308000,254000
1967-05-13,1284000,231000
1967-05-20,1265000,230000
1967-05-27,1253000,228000
1967-06-03,1265000,248000
1967-06-10,1251000,238000
1967-06-17,1248000,224000
1967-06-24,1220000,218000
1967-07-01,1193000,209000
1967-07-08,1248000,240000
1967-07-15,1258000,241000
1967-07-22,1252000,240000
1967-07-29,1280000,209000
1967-08-05,1240000,221000
1967-08-12,1215000,202000
1967-08-19,1202000,215000
1967-08-26,1180000,213000
1967-09-02,1204000,218000
1967-09-09,1189000,231000
1967-09-16,1179000,220000
1967-09-23,1178000,209000
1967-09-30,1157000,204000
1967-10-07,1165000,231000
1967-10-14,1189000,206000
1967-10-21,1174000,223000
1967-10-28,1161000,207000
1967-11-04,1176000,222000
1967-11-11,1142000,214000
1967-11-18,1133000,198000
1967-11-25,1142000,191000
1967-12-02,1150000,196000
1967-12-09,1153000,221000
1967-12-16,1188000,204000
1967-12-23,1195000,219000
1967-12-30,1167000,216000
1968-01-06,1158000,222000
1968-01-13,1187000,222000
1968-01-20,1191000,221000
1968-01-27,1157000,198000
1968-02-03,1173000,244000
1968-02-10,1175000,210000
1968-02-17,1143000,196000
1968-02-24,1165000,193000
1968-03-02,1151000,190000
1968-03-09,1147000,204000
1968-03-16,1143000,190000
1968-03-23,1136000,200000
1968-03-30,1119000,192000
1968-04-06,1079000,191000
1968-04-13,1079000,171000
1968-04-20,1059000,183000
1968-04-27,1087000,251000
1968-05-04,1079000,209000
1968-05-11,1091000,194000
1968-05-18,1071000,199000
1968-05-25,1073000,194000
1968-06-01,1063000,199000
1968-06-08,1097000,192000
1968-06-15,1071000,194000
1968-06-22,1060000,189000
1968-06-29,1038000,194000
1968-07-06,1097000,214000
1968-07-13,1076000,186000
1968-07-20,1033000,180000
1968-07-27,1036000,205000
1968-08-03,1072000,206000
1968-08-10,1088000,218000
1968-08-17,1107000,192000
1968-08-24,1094000,193000
1968-08-31,1064000,188000
1968-09-07,1067000,189000
1968-09-14,1044000,195000
1968-09-21,1047000,191000
1968-09-28,1048000,189000
1968-10-05,1060000,185000
1968-10-12,1045000,186000
1968-10-19,1035000,191000
1968-10-26,1033000,182000
1968-11-02,1028000,181000
1968-11-09,1028000,183000
1968-11-16,1076000,192000
1968-11-23,1023000,199000
1968-11-30,1056000,162000
1968-12-07,1063000,188000
1968-12-14,1061000,195000
1968-12-21,1063000,192000
1968-12-28,1116000,223000
1969-01-04,1118000,190000
1969-01-11,1099000,191000
1969-01-18,1072000,192000
1969-01-25,1077000,193000
1969-02-01,1099000,203000
1969-02-08,1088000,197000
1969-02-15,1115000,192000
1969-02-22,1092000,192000
1969-03-01,1098000,201000
1969-03-08,1099000,191000
1969-03-15,1080000,189000
1969-03-22,1071000,181000
1969-03-29,1041000,183000
1969-04-05,1076000,182000
1969-04-12,1050000,190000
1969-04-19,1025000,187000
1969-04-26,992000,177000
1969-05-03,1003000,177000
1969-05-10,1018000,183000
1969-05-17,1007000,179000
1969-05-24,1006000,180000
1969-05-31,988000,187000
1969-06-07,992000,192000
1969-06-14,1010000,182000
1969-06-21,1012000,191000
1969-06-28,1021000,203000
1969-07-05,1072000,227000
1969-07-12,1092000,210000
1969-07-19,1072000,206000
1969-07-26,1110000,192000
1969-08-02,1126000,196000
1969-08-09,1093000,203000
1969-08-16,1067000,199000
1969-08-23,1060000,199000
1969-08-30,1074000,195000
1969-09-06,1111000,182000
1969-09-13,1082000,209000
1969-09-20,1083000,195000
1969-09-27,1086000,193000
1969-10-04,1103000,193000
1969-10-11,1100000,200000
1969-10-18,1118000,199000
1969-10-25,1136000,205000
1969-11-01,1143000,198000
1969-11-08,1146000,211000
1969-11-15,1181000,197000
1969-11-22,1158000,217000
1969-11-29,1211000,202000
1969-12-06,1226000,202000
1969-12-13,1233000,222000
1969-12-20,1252000,232000
1969-12-27,1304000,223000
1970-01-03,1332000,230000
1970-01-10,1353000,242000
1970-01-17,1371000,268000
1970-01-24,1388000,256000
1970-01-31,1385000,239000
1970-02-07,1397000,256000
1970-02-14,1445000,265000
1970-02-21,1412000,271000
1970-02-28,1430000,242000
1970-03-07,1443000,262000
1970-03-14,1456000,271000
1970-03-21,1498000,264000
1970-03-28,1537000,276000
1970-04-04,1573000,273000
1970-04-11,1586000,305000
1970-04-18,1653000,374000
1970-04-25,1748000,349000
1970-05-02,1811000,334000
1970-05-09,1847000,318000
1970-05-16,1840000,303000
1970-05-23,1827000,296000
1970-05-30,1807000,301000
1970-06-06,1817000,301000
1970-06-13,1852000,298000
1970-06-20,1864000,296000
1970-06-27,1866000,291000
1970-07-04,1853000,277000
1970-07-11,1868000,288000
1970-07-18,1877000,294000
1970-07-25,1918000,287000
1970-08-01,1900000,261000
1970-08-08,1890000,266000
1970-08-15,1933000,300000
1970-08-22,1970000,303000
1970-08-29,2005000,297000
1970-09-05,1996000,324000
1970-09-12,2068000,292000
1970-09-19,2069000,325000
1970-09-26,2092000,333000
1970-10-03,2164000,350000
1970-10-10,2207000,327000
1970-10-17,2210000,334000
1970-10-24,2257000,330000
1970-10-31,2233000,327000
1970-11-07,2279000,336000
1970-11-14,2343000,314000
1970-11-21,2285000,314000
1970-11-28,2292000,337000
1970-12-05,2276000,308000
1970-12-12,2193000,306000
1970-12-19,2224000,289000
1970-12-26,2147000,321000
1971-01-02,2102000,303000
1971-01-09,2124000,288000
1971-01-16,2100000,299000
1971-01-23,2091000,312000
1971-01-30,2086000,292000
1971-02-06,2120000,296000
1971-02-13,2079000,282000
1971-02-20,2120000,268000
1971-02-27,2081000,290000
1971-03-06,2132000,297000
1971-03-13,2126000,287000
1971-03-20,2140000,291000
1971-03-27,2157000,300000
1971-04-03,2135000,299000
1971-04-10,2156000,279000
1971-04-17,2163000,284000
1971-04-24,2127000,288000
1971-05-01,2157000,290000
1971-05-08,2179000,293000
1971-05-15,2179000,284000
1971-05-22,2167000,295000
1971-05-29,2171000,299000
1971-06-05,2194000,301000
1971-06-12,2199000,295000
1971-06-19,2182000,299000
1971-06-26,2172000,291000
1971-07-03,2116000,277000
1971-07-10,2130000,264000
1971-07-17,2087000,313000
1971-07-24,2129000,304000
1971-07-31,2150000,308000
1971-08-07,2174000,349000
1971-08-14,2202000,325000
1971-08-21,2186000,320000
1971-08-28,2188000,307000
1971-09-04,2228000,359000
1971-09-11,2250000,312000
1971-09-18,2246000,302000
1971-09-25,2233000,308000
1971-10-02,2216000,299000
1971-10-09,2247000,313000
1971-10-16,2190000,299000
1971-10-23,2176000,294000
1971-10-30,2194000,283000
1971-11-06,2204000,301000
1971-11-13,2134000,295000
1971-11-20,2134000,274000
1971-11-27,2111000,278000
1971-12-04,2117000,299000
1971-12-11,2085000,280000
1971-12-18,2109000,269000
1971-12-25,2037000,244000
1972-01-01,1934000,279000
1972-01-08,1931000,295000
1972-01-15,1923000,250000
1972-01-22,1907000,263000
1972-01-29,1921000,269000
1972-02-05,1941000,276000
1972-02-12,1960000,266000
1972-02-19,1902000,258000
1972-02-26,1903000,254000
1972-03-04,1905000,257000
1972-03-11,1906000,264000
1972-03-18,1907000,266000
1972-03-25,1877000,264000
1972-04-01,1913000,258000
1972-04-08,1910000,274000
1972-04-15,1891000,259000
1972-04-22,1855000,259000
1972-04-29,1870000,265000
1972-05-06,1893000,271000
1972-05-13,1874000,266000
1972-05-20,1863000,267000
1972-05-27,1871000,267000
1972-06-03,1857000,264000
1972-06-10,1870000,268000
1972-06-17,1855000,275000
1972-06-24,1871000,286000
1972-07-01,1935000,350000
1972-07-08,1977000,297000
1972-07-15,1947000,318000
1972-07-22,1962000,276000
1972-07-29,1928000,247000
1972-08-05,1855000,250000
1972-08-12,1812000,246000
1972-08-19,1794000,256000
1972-08-26,1792000,262000
1972-09-02,1838000,258000
1972-09-09,1802000,259000
1972-09-16,1799000,258000
1972-09-23,1791000,255000
1972-09-30,1763000,251000
1972-10-07,1771000,263000
1972-10-14,1760000,250000
1972-10-21,1733000,257000
1972-10-28,1750000,234000
1972-11-04,1722000,255000
1972-11-11,1736000,242000
1972-11-18,1727000,271000
1972-11-25,1743000,235000
1972-12-02,1676000,226000
1972-12-09,1681000,252000
1972-12-16,1756000,263000
1972-12-23,1697000,246000
1972-12-30,1663000,225000
1973-01-06,1617000,226000
1973-01-13,1660000,245000
1973-01-20,1607000,229000
1973-01-27,1601000,214000
1973-02-03,1596000,228000
1973-02-10,1594000,226000
1973-02-17,1582000,216000
1973-02-24,1582000,218000
1973-03-03,1579000,225000
1973-03-10,1584000,229000
1973-03-17,1578000,228000
1973-03-24,1562000,232000
1973-03-31,1547000,222000
1973-04-07,1552000,247000
1973-04-14,1539000,230000
1973-04-21,1573000,243000
1973-04-28,1551000,236000
1973-05-05,1560000,248000
1973-05-12,1557000,238000
1973-05-19,1553000,237000
1973-05-26,1567000,238000
1973-06-02,1556000,232000
1973-06-09,1563000,246000
1973-06-16,1576000,237000
1973-06-23,1570000,242000
1973-06-30,1571000,237000
1973-07-07,1605000,248000
1973-07-14,1605000,232000
1973-07-21,1594000,241000
1973-07-28,1603000,250000
1973-08-04,1633000,256000
1973-08-11,1679000,265000
1973-08-18,1672000,258000
1973-08-25,1675000,254000
1973-09-01,1681000,242000
1973-09-08,1688000,252000
1973-09-15,1666000,245000
1973-09-22,1658000,246000
1973-09-29,1658000,249000
1973-10-06,1657000,236000
1973-10-13,1679000,246000
1973-10-20,1646000,249000
1973-10-27,1675000,235000
1973-11-03,1669000,246000
1973-11-10,1702000,282000
1973-11-17,1698000,254000
1973-11-24,1755000,233000
1973-12-01,1692000,256000
1973-12-08,1717000,266000
1973-12-15,1779000,272000
1973-12-22,1836000,326000
1973-12-29,1805000,300000
1974-01-05,1934000,269000
1974-01-12,1949000,340000
1974-01-19,1995000,321000
1974-01-26,1950000,291000
1974-02-02,1963000,302000
1974-02-09,2010000,369000
1974-02-16,2049000,311000
1974-02-23,2027000,292000
1974-03-02,2020000,301000
1974-03-09,2054000,305000
1974-03-16,2068000,315000
1974-03-23,2074000,314000
1974-03-30,2062000,323000
1974-04-06,2066000,296000
1974-04-13,2072000,297000
1974-04-20,2081000,296000
1974-04-27,2045000,283000
1974-05-04,2056000,287000
1974-05-11,2041000,296000
1974-05-18,2053000,298000
1974-05-25,2057000,309000
1974-06-01,2079000,278000
1974-06-08,2067000,314000
1974-06-15,2095000,303000
1974-06-22,2066000,308000
1974-06-29,2074000,325000
1974-07-06,2160000,311000
1974-07-13,2125000,304000
1974-07-20,2109000,303000
1974-07-27,2097000,320000
1974-08-03,2147000,335000
1974-08-10,2171000,347000
1974-08-17,2168000,332000
1974-08-24,2172000,343000
1974-08-31,2211000,350000
1974-09-07,2265000,350000
1974-09-14,2274000,357000
1974-09-21,2273000,370000
1974-09-28,2306000,366000
1974-10-05,2360000,371000
1974-10-12,2396000,413000
1974-10-19,2519000,389000
1974-10-26,2520000,414000
1974-11-02,2623000,406000
1974-11-09,2699000,441000
1974-11-16,2862000,449000
1974-11-23,2748000,518000
1974-11-30,3086000,474000
1974-12-07,3178000,528000
1974-12-14,3291000,510000
1974-12-21,3300000,521000
1974-12-28,3396000,537000
1975-01-04,3554000,456000
1975-01-11,3557000,554000
1975-01-18,3658000,575000
1975-01-25,3708000,555000
1975-02-01,3738000,559000
1975-02-08,3856000,545000
1975-02-15,3863000,530000
1975-02-22,3969000,544000
1975-03-01,4023000,546000
1975-03-08,4147000,551000
1975-03-15,4195000,531000
1975-03-22,4201000,550000
1975-03-29,4310000,555000
1975-04-05,4428000,537000
1975-04-12,4449000,520000
1975-04-19,4497000,531000
1975-04-26,4520000,513000
1975-05-03,4604000,505000
1975-05-10,4597000,507000
1975-05-17,4592000,514000
1975-05-24,4461000,493000
1975-05-31,4637000,475000
1975-06-07,4484000,529000
1975-06-14,4529000,497000
1975-06-21,4406000,497000
1975-06-28,4090000,459000
1975-07-05,4239000,423000
1975-07-12,4057000,446000
1975-07-19,4208000,445000
1975-07-26,4075000,454000
1975-08-02,4015000,454000
1975-08-09,4028000,459000
1975-08-16,3934000,444000
1975-08-23,3940000,457000
1975-08-30,3854000,446000
1975-09-06,3969000,447000
1975-09-13,3880000,456000
1975-09-20,3880000,433000
1975-09-27,3851000,445000
1975-10-04,3868000,426000
1975-10-11,3675000,429000
1975-10-18,3720000,404000
1975-10-25,3662000,426000
1975-11-01,3607000,414000
1975-11-08,3546000,415000
1975-11-15,3551000,386000
1975-11-22,3377000,401000
1975-11-29,3391000,387000
1975-12-06,3331000,373000
1975-12-13,3266000,368000
1975-12-20,3124000,365000
1975-12-27,3072000,391000
1976-01-03,3214000,362000
1976-01-10,3084000,402000
1976-01-17,3026000,370000
1976-01-24,2957000,363000
1976-01-31,2895000,359000
1976-02-07,2912000,353000
1976-02-14,2867000,344000
1976-02-21,2862000,347000
1976-02-28,2822000,349000
1976-03-06,2853000,348000
1976-03-13,2837000,360000
1976-03-20,2852000,368000
1976-03-27,2830000,366000
1976-04-03,2859000,380000
1976-04-10,2840000,373000
1976-04-17,2890000,361000
1976-04-24,2900000,367000
1976-05-01,2940000,385000
1976-05-08,2941000,395000
1976-05-15,2947000,382000
1976-05-22,2961000,394000
1976-05-29,2916000,402000
1976-06-05,2970000,382000
1976-06-12,2950000,407000
1976-06-19,3003000,399000
1976-06-26,3035000,387000
1976-07-03,2958000,394000
1976-07-10,2995000,372000
1976-07-17,3011000,406000
1976-07-24,3019000,394000
1976-07-31,2996000,388000
1976-08-07,3007000,378000
1976-08-14,2990000,382000
1976-08-21,2983000,400000
1976-08-28,3081000,394000
1976-09-04,2988000,421000
1976-09-11,3092000,383000
1976-09-18,3097000,403000
1976-09-25,3103000,423000
1976-10-02,3104000,408000
1976-10-09,3119000,411000
1976-10-16,3074000,403000
1976-10-23,3088000,409000
1976-10-30,3080000,414000
1976-11-06,3079000,390000
1976-11-13,3064000,383000
1976-11-20,3061000,408000
1976-11-27,3019000,377000
1976-12-04,2994000,402000
1976-12-11,2978000,395000
1976-12-18,2900000,365000
1976-12-25,2822000,333000
1977-01-01,2818000,380000
1977-01-08,2764000,416000
1977-01-15,2841000,368000
1977-01-22,2834000,423000
1977-01-29,2879000,422000
1977-02-05,2956000,565000
1977-02-12,2904000,477000
1977-02-19,2772000,399000
1977-02-26,2764000,362000
1977-03-05,2717000,361000
1977-03-12,2728000,355000
1977-03-19,2695000,369000
1977-03-26,2671000,356000
1977-04-02,2655000,350000
1977-04-09,2717000,376000
1977-04-16,2680000,361000
1977-04-23,2660000,375000
1977-04-30,2644000,375000
1977-05-07,2618000,384000
1977-05-14,2635000,381000
1977-05-21,2647000,375000
1977-05-28,2625000,381000
1977-06-04,2650000,363000
1977-06-11,2589000,358000
1977-06-18,2622000,359000
1977-06-25,2616000,365000
1977-07-02,2572000,350000
1977-07-09,2563000,361000
1977-07-16,2591000,366000
1977-07-23,2584000,365000
1977-07-30,2605000,365000
1977-08-06,2605000,378000
1977-08-13,2618000,359000
1977-08-20,2612000,367000
1977-08-27,2607000,365000
1977-09-03,2571000,374000
1977-09-10,2601000,359000
1977-09-17,2605000,362000
1977-09-24,2581000,380000
1977-10-01,2583000,348000
1977-10-08,2575000,365000
1977-10-15,2575000,358000
1977-10-22,2561000,375000
1977-10-29,2587000,349000
1977-11-05,2535000,366000
1977-11-12,2592000,334000
1977-11-19,2527000,360000
1977-11-26,2620000,354000
1977-12-03,2505000,367000
1977-12-10,2529000,364000
1977-12-17,2558000,359000
1977-12-24,2482000,344000
1977-12-31,2461000,364000
1978-01-07,2456000,346000
1978-01-14,2418000,343000
1978-01-21,2522000,352000
1978-01-28,2578000,363000
1978-02-04,2468000,360000
1978-02-11,2656000,373000
1978-02-18,2545000,429000
1978-02-25,2553000,371000
1978-03-04,2529000,355000
1978-03-11,2526000,359000
1978-03-18,2471000,347000
1978-03-25,2473000,335000
1978-04-01,2453000,333000
1978-04-08,2397000,345000
1978-04-15,2339000,309000
1978-04-22,2287000,319000
1978-04-29,2272000,324000
1978-05-06,2246000,334000
1978-05-13,2231000,322000
1978-05-20,2238000,334000
1978-05-27,2211000,318000
1978-06-03,2224000,310000
1978-06-10,2189000,331000
1978-06-17,2225000,326000
1978-06-24,2249000,330000
1978-07-01,2242000,348000
1978-07-08,2331000,356000
1978-07-15,2328000,352000
1978-07-22,2321000,349000
1978-07-29,2344000,346000
1978-08-05,2395000,365000
1978-08-12,2422000,354000
1978-08-19,2405000,343000
1978-08-26,2370000,333000
1978-09-02,2336000,313000
1978-09-09,2278000,337000
1978-09-16,2271000,322000
1978-09-23,2247000,323000
1978-09-30,2217000,318000
1978-10-07,2219000,343000
1978-10-14,2274000,316000
1978-10-21,2207000,338000
1978-10-28,2222000,316000
1978-11-04,2188000,317000
1978-11-11,2200000,304000
1978-11-18,2158000,342000
1978-11-25,2349000,359000
1978-12-02,2248000,377000
1978-12-09,2292000,344000
1978-12-16,2328000,347000
1978-12-23,2276000,352000
1978-12-30,2289000,358000
1979-01-06,2366000,359000
1979-01-13,2368000,392000
1979-01-20,2403000,337000
1979-01-27,2393000,342000
1979-02-03,2411000,348000
1979-02-10,2412000,359000
1979-02-17,2383000,367000
1979-02-24,2451000,360000
1979-03-03,2451000,355000
1979-03-10,2413000,363000
1979-03-17,2377000,359000
1979-03-24,2353000,353000
1979-03-31,2335000,360000
1979-04-07,2368000,465000
1979-04-14,2467000,457000
1979-04-21,2408000,383000
1979-04-28,2351000,357000
1979-05-05,2292000,353000
1979-05-12,2261000,344000
1979-05-19,2238000,346000
1979-05-26,2246000,349000
1979-06-02,2260000,336000
1979-06-09,2207000,365000
1979-06-16,2234000,351000
1979-06-23,2275000,379000
1979-06-30,2282000,369000
1979-07-07,2368000,368000
1979-07-14,2356000,368000
1979-07-21,2335000,395000
1979-07-28,2375000,386000
1979-08-04,2422000,412000
1979-08-11,2466000,386000
1979-08-18,2474000,387000
1979-08-25,2471000,390000
1979-09-01,2448000,389000
1979-09-08,2432000,378000
1979-09-15,2431000,384000
1979-09-22,2404000,388000
1979-09-29,2426000,390000
1979-10-06,2428000,412000
1979-10-13,2535000,393000
1979-10-20,2475000,406000
1979-10-27,2522000,398000
1979-11-03,2569000,395000
1979-11-10,2537000,414000
1979-11-17,2656000,430000
1979-11-24,2648000,414000
1979-12-01,2698000,416000
1979-12-08,2685000,415000
1979-12-15,2712000,411000
1979-12-22,2674000,471000
1979-12-29,2725000,428000
1980-01-05,2749000,394000
1980-01-12,2778000,405000
1980-01-19,2783000,446000
1980-01-26,2817000,412000
1980-02-02,2864000,404000
1980-02-09,2867000,425000
1980-02-16,2877000,415000
1980-02-23,2866000,428000
1980-03-01,2848000,409000
1980-03-08,2883000,418000
1980-03-15,2888000,432000
1980-03-22,2921000,435000
1980-03-29,2866000,475000
1980-04-05,3007000,464000
1980-04-12,3085000,544000
1980-04-19,3188000,548000
1980-04-26,3226000,563000
1980-05-03,3334000,572000
1980-05-10,3417000,601000
1980-05-17,3544000,642000
1980-05-24,3698000,627000
1980-05-31,3731000,637000
1980-06-07,3781000,610000
1980-06-14,3779000,592000
1980-06-21,3858000,599000
1980-06-28,3912000,627000
1980-07-05,3823000,579000
1980-07-12,3836000,533000
1980-07-19,3872000,567000
1980-07-26,3851000,558000
1980-08-02,3789000,569000
1980-08-09,3862000,533000
1980-08-16,3813000,525000
1980-08-23,3754000,512000
1980-08-30,3808000,502000
1980-09-06,3698000,511000
1980-09-13,3699000,492000
1980-09-20,3698000,465000
1980-09-27,3679000,463000
1980-10-04,3672000,462000
1980-10-11,3549000,447000
1980-10-18,3477000,425000
1980-10-25,3527000,418000
1980-11-01,3391000,419000
1980-11-08,3380000,407000
1980-11-15,3260000,427000
1980-11-22,3303000,398000
1980-11-29,3169000,412000
1980-12-06,3185000,416000
1980-12-13,3125000,413000
1980-12-20,3056000,412000
1980-12-27,3136000,399000
1981-01-03,3123000,410000
1981-01-10,3082000,419000
1981-01-17,3023000,421000
1981-01-24,2988000,396000
1981-01-31,2975000,419000
1981-02-07,2945000,420000
1981-02-14,3043000,423000
1981-02-21,3023000,438000
1981-02-28,2901000,434000
1981-03-07,2931000,409000
1981-03-14,2905000,408000
1981-03-21,2885000,401000
1981-03-28,2876000,412000
1981-04-04,2875000,417000
1981-04-11,2800000,396000
1981-04-18,2860000,392000
1981-04-25,2893000,436000
1981-05-02,2944000,413000
1981-05-09,2887000,423000
1981-05-16,2865000,414000
1981-05-23,2862000,415000
1981-05-30,2962000,417000
1981-06-06,2877000,428000
1981-06-13,2867000,425000
1981-06-20,2886000,435000
1981-06-27,2983000,444000
1981-07-04,2886000,460000
1981-07-11,2845000,426000
1981-07-18,2902000,430000
1981-07-25,2899000,407000
1981-08-01,2867000,476000
1981-08-08,2998000,448000
1981-08-15,2966000,442000
1981-08-22,2957000,434000
1981-08-29,2954000,451000
1981-09-05,2914000,473000
1981-09-12,3051000,454000
1981-09-19,3014000,475000
1981-09-26,3073000,491000
